antibody_name,y_true,fold,esmc_model__Ridge_abserr,esmc_model__Ridge_pred,esmc_model__Ridge_high_err,esmc_model_abserr,esmc_model_pred,esmc_model_high_err,esmc_model__ElasticNet_abserr,esmc_model__ElasticNet_pred,esmc_model__ElasticNet_high_err,esmc_model__SVR_rbf_abserr,esmc_model__SVR_rbf_pred,esmc_model__SVR_rbf_high_err,prost_t5_model__Ridge_abserr,prost_t5_model__Ridge_pred,prost_t5_model__Ridge_high_err,prost_t5_model_abserr,prost_t5_model_pred,prost_t5_model_high_err,prost_t5_model__ElasticNet_abserr,prost_t5_model__ElasticNet_pred,prost_t5_model__ElasticNet_high_err,prost_t5_model__SVR_rbf_abserr,prost_t5_model__SVR_rbf_pred,prost_t5_model__SVR_rbf_high_err,prot_t5_model__Ridge_abserr,prot_t5_model__Ridge_pred,prot_t5_model__Ridge_high_err,prot_t5_model_abserr,prot_t5_model_pred,prot_t5_model_high_err,prot_t5_model__ElasticNet_abserr,prot_t5_model__ElasticNet_pred,prot_t5_model__ElasticNet_high_err,prot_t5_model__SVR_rbf_abserr,prot_t5_model__SVR_rbf_pred,prot_t5_model__SVR_rbf_high_err,protbert_model__Ridge_abserr,protbert_model__Ridge_pred,protbert_model__Ridge_high_err,protbert_model_abserr,protbert_model_pred,protbert_model_high_err,protbert_model__ElasticNet_abserr,protbert_model__ElasticNet_pred,protbert_model__ElasticNet_high_err,protbert_model__SVR_rbf_abserr,protbert_model__SVR_rbf_pred,protbert_model__SVR_rbf_high_err,ankh_model__Ridge_abserr,ankh_model__Ridge_pred,ankh_model__Ridge_high_err,ankh_model_abserr,ankh_model_pred,ankh_model_high_err,ankh_model__ElasticNet_abserr,ankh_model__ElasticNet_pred,ankh_model__ElasticNet_high_err,ankh_model__SVR_rbf_abserr,ankh_model__SVR_rbf_pred,ankh_model__SVR_rbf_high_err,n_models_high_err
etaracizumab,213.95,2,36.93201661859973,177.01798338140026,0.0,20.738364284001705,193.21163571599828,0.0,21.21662179109478,192.7333782089052,0.0,6.401734828470097,220.3517348284701,0.0,18.619370576565814,195.33062942343417,0.0,20.169259294213674,234.11925929421366,0.0,6.963074952132246,220.91307495213223,0.0,30.38886594555072,244.3388659455507,0.0,63.00117823400211,150.94882176599788,0.0,15.484520952137245,198.46547904786274,0.0,34.791994629120836,179.15800537087915,0.0,20.3393988852402,234.2893988852402,0.0,33.06068395914281,180.88931604085718,0.0,9.152008692573673,223.10200869257366,0.0,30.06235896519695,183.88764103480304,0.0,5.210702127556601,208.7392978724434,0.0,126.52830990432932,87.42169009567067,0.0,2.4858978055041234,211.46410219449587,0.0,55.64229091185578,158.3077090881442,0.0,23.16233368438563,237.11233368438562,0.0,0.0
enokizumab,180.76,1,86.04613537472949,266.8061353747295,0.0,76.64440023116305,257.40440023116304,0.0,63.9084883705369,244.6684883705369,0.0,53.960128211096446,234.72012821109644,0.0,64.86881410461402,245.628814104614,0.0,21.369938125914473,202.12993812591446,0.0,35.638219249596034,216.39821924959602,0.0,34.235650822833236,214.99565082283323,0.0,104.97807833816768,285.73807833816767,0.0,43.24754951253459,224.00754951253458,0.0,75.84082339836232,256.6008233983623,0.0,44.36933442551657,225.12933442551656,0.0,80.1265809229564,260.8865809229564,0.0,100.85684252345402,281.616842523454,0.0,65.77620594391888,246.53620594391887,0.0,73.4343336470173,254.1943336470173,0.0,75.16987584948652,255.9298758494865,0.0,39.466368772286614,220.2263687722866,0.0,53.38542142477067,234.14542142477066,0.0,34.7380982226108,215.4980982226108,0.0,0.0
enavatuzumab,257.51,0,3.0111568941551923,254.4988431058448,0.0,8.62219990379782,266.1321999037978,0.0,7.481029100152341,264.99102910015233,0.0,20.881320095043094,236.6286799049569,0.0,63.462509219552174,194.04749078044782,0.0,23.635173639556427,233.87482636044356,0.0,40.98030428851001,216.52969571148998,0.0,36.8566297234247,220.6533702765753,0.0,82.33299360392192,175.17700639607807,0.0,6.796875439054958,250.71312456094503,0.0,41.946879348961374,215.56312065103862,0.0,22.110099155081514,235.39990084491848,0.0,7.879726086842652,249.63027391315734,0.0,9.641186834942886,247.8688131650571,0.0,1.324305032141865,256.1856949678581,0.0,35.33858600118995,222.17141399881004,0.0,38.92188331180432,218.58811668819567,0.0,0.05734463211086904,257.4526553678891,0.0,2.091741592524386,255.4182584074756,0.0,32.313773492940214,225.19622650705978,0.0,0.0
elotuzumab,203.48,0,41.734742234185404,161.74525776581459,0.0,36.1693763382664,239.6493763382664,0.0,2.707381488826883,206.18738148882687,0.0,19.706558728694603,223.1865587286946,0.0,19.571994149092944,183.90800585090705,0.0,24.967809743534843,228.44780974353483,0.0,26.395349430147775,229.87534943014776,0.0,24.910747624140527,228.39074762414052,0.0,23.70532762861592,227.1853276286159,0.0,16.627651636999985,220.10765163699998,0.0,41.54105654092788,245.02105654092787,0.0,20.315615705307266,223.79561570530726,0.0,40.52818854574656,162.95181145425343,0.0,37.51525634526615,240.99525634526614,0.0,12.453599450396666,215.93359945039666,0.0,0.6161664720607121,204.0961664720607,0.0,66.55478324465489,136.9252167553451,0.0,46.08462759475694,249.56462759475693,0.0,13.124323201544058,190.35567679845593,0.0,25.3781397441538,228.8581397441538,0.0,0.0
efalizumab,244.68,0,51.61909232842169,296.2990923284217,0.0,5.54028795745478,239.13971204254523,0.0,28.2947373580339,272.9747373580339,0.0,22.869124766111753,221.81087523388825,0.0,63.33492427923636,308.01492427923637,0.0,31.316897819345144,213.36310218065486,0.0,24.36752588681219,269.0475258868122,0.0,34.716421383845784,209.96357861615422,0.0,105.27771904052327,349.9577190405233,0.0,1.9152544374893523,246.59525443748936,0.0,80.35245639881077,325.0324563988108,0.0,12.264910914933637,232.41508908506637,0.0,13.094313107633866,257.7743131076339,0.0,4.965059424120341,239.71494057587967,0.0,3.1086210122094826,241.57137898779052,0.0,41.55514823476753,203.12485176523248,0.0,53.17513606203369,297.8551360620337,0.0,14.463906894634448,230.21609310536556,0.0,16.874250884657215,261.5542508846572,0.0,27.398033447862787,217.28196655213722,0.0,0.0
duligotuzumab,206.92,0,17.0187944447718,223.9387944447718,0.0,42.11792172491451,249.0379217249145,0.0,21.46887471056965,228.38887471056964,0.0,19.38947510121821,226.3094751012182,0.0,43.49169769037425,163.42830230962574,0.0,6.95938532991957,213.87938532991956,0.0,20.16751684119194,186.75248315880805,0.0,11.721242110756947,218.64124211075693,0.0,1.0222801188737378,205.89771988112625,0.0,31.85129625046082,238.7712962504608,0.0,5.621039813041023,212.541039813041,0.0,19.042392450427627,225.96239245042761,0.0,18.30307521911385,225.22307521911384,0.0,38.63134179177061,245.5513417917706,0.0,12.96924625879035,219.88924625879034,0.0,4.205251653790924,211.1252516537909,0.0,47.55965872343049,254.47965872343048,0.0,45.997017236975864,252.91701723697585,0.0,28.216660542225327,235.13666054222531,0.0,19.03148316545466,225.95148316545465,0.0,0.0
pinatuzumab,213.95,0,17.09012979012681,196.85987020987318,0.0,23.01949789891239,236.96949789891238,0.0,28.119116265765484,242.06911626576547,0.0,3.3702298188445354,210.57977018115545,0.0,84.24636066971044,129.70363933028955,0.0,13.136243391434846,200.81375660856514,0.0,30.620858654948876,183.3291413450511,0.0,11.916279295584275,202.0337207044157,0.0,36.691513072153015,177.25848692784697,0.0,28.047154374698835,241.99715437469882,0.0,31.884127736021668,245.83412773602166,0.0,4.004187885266987,217.95418788526698,0.0,2.56341863290271,211.38658136709728,0.0,15.555428242435028,229.50542824243502,0.0,4.597385081741351,218.54738508174134,0.0,13.925589691283449,200.02441030871654,0.0,59.78855273588323,154.16144726411676,0.0,10.256939456562861,224.20693945656285,0.0,19.236250655109558,194.71374934489043,0.0,17.37874933123709,196.5712506687629,0.0,0.0
dostarlimab,241.97,1,14.553225783190271,227.41677421680973,0.0,20.824282056528574,262.7942820565286,0.0,5.234166382003593,247.2041663820036,0.0,1.883355631652904,243.8533556316529,0.0,30.820524151847422,272.7905241518474,0.0,21.30998533718102,263.279985337181,0.0,29.539240822012204,271.5092408220122,0.0,12.197763497214055,254.16776349721405,0.0,2.9127404856376984,239.0572595143623,0.0,19.01307753310752,260.9830775331075,0.0,13.095195266668185,255.06519526666818,0.0,0.9766475461533446,240.99335245384665,0.0,44.21016232653048,286.1801623265305,0.0,37.695431153465705,279.6654311534657,0.0,44.33572693362774,286.30572693362774,0.0,12.99444856767829,254.9644485676783,0.0,24.50775047421891,266.4777504742189,0.0,0.4017737684695817,242.37177376846958,0.0,22.246059062128012,264.216059062128,0.0,9.333607160855422,251.30360716085542,0.0,0.0
domagrozumab,345.31,0,22.630692415596457,322.67930758440355,0.0,69.02862247773595,276.28137752226405,0.0,31.644366228642866,313.66563377135714,0.0,92.26709254010362,253.04290745989638,0.0,78.01626003325248,267.2937399667475,0.0,77.71244384390974,267.59755615609026,0.0,51.25910225577803,294.05089774422197,0.0,95.6742033240375,249.6357966759625,0.0,45.77079984201873,299.53920015798127,0.0,55.65467598669392,289.6553240133061,0.0,42.0263317217142,303.2836682782858,0.0,89.23657668836313,256.0734233116369,0.0,84.74443480908639,260.5655651909136,0.0,62.124129068293996,283.185870931706,0.0,57.54745740104545,287.76254259895455,0.0,95.12825274052702,250.18174725947298,0.0,28.52255763912848,316.7874423608715,0.0,74.34267246615946,270.96732753384055,0.0,35.68207006367771,309.6279299363223,0.0,96.10770519632425,249.20229480367576,0.0,0.0
depatuxizumab,307.59,3,21.51294999015454,329.1029499901545,0.0,110.42391552623684,197.16608447376314,0.0,33.5512501058941,274.0387498941059,0.0,87.51030694597404,220.07969305402594,0.0,127.25699432824933,180.33300567175064,0.0,72.6901520725788,234.89984792742118,0.0,89.43530277095005,218.15469722904993,0.0,92.26007768252583,215.32992231747414,0.0,8.145421813413634,315.7354218134136,0.0,96.10702566517463,211.48297433482534,0.0,40.15997225265323,267.43002774734674,0.0,83.2530214071418,224.33697859285817,0.0,0.5498883538705854,307.0401116461294,0.0,38.4104755900637,269.1795244099363,0.0,15.669733588674376,291.9202664113256,0.0,69.6776616240399,237.91233837596008,0.0,113.13682232226734,194.45317767773264,0.0,73.09827918815674,234.49172081184324,0.0,81.83079515996386,225.75920484003612,0.0,92.58220445799708,215.0077955420029,0.0,0.0
daratumumab,228.75,2,4.843347009422843,223.90665299057716,0.0,45.61511315776107,183.13488684223893,0.0,30.522298905922923,198.22770109407708,0.0,1.79166182017903,230.54166182017903,0.0,78.0350318410465,150.7149681589535,0.0,31.75431923619317,196.99568076380683,0.0,57.15920027825271,171.5907997217473,0.0,8.11210656120008,236.86210656120008,0.0,8.914613996936453,237.66461399693645,0.0,17.350401047244645,211.39959895275535,0.0,25.72841347959212,203.02158652040788,0.0,8.58321729516004,237.33321729516004,0.0,62.58797966938542,166.16202033061458,0.0,4.9933557950566865,223.7566442049433,0.0,46.80766704936289,181.9423329506371,0.0,18.647502678192012,247.397502678192,0.0,79.19592990865675,149.55407009134325,0.0,31.319366587586273,197.43063341241373,0.0,56.245158599702904,172.5048414002971,0.0,12.003431002341557,240.75343100234156,0.0,0.0
daclizumab,261.98,1,64.45005884887183,326.43005884887185,0.0,3.767279587284463,258.21272041271556,0.0,43.39386984058126,305.3738698405813,0.0,23.761740203122315,238.2182597968777,0.0,123.18405942648371,385.16405942648373,0.0,19.15480754461302,242.825192455387,0.0,68.93324262143233,330.91324262143235,0.0,18.190462936168984,243.78953706383103,0.0,63.67732310542317,325.6573231054232,0.0,13.983400334281896,247.99659966571812,0.0,44.53844768800508,306.5184476880051,0.0,29.225974797871487,232.75402520212853,0.0,48.09646616774353,310.07646616774355,0.0,0.827268853487908,262.8072688534879,0.0,28.131534508775417,290.11153450877543,0.0,12.448670769873502,249.53132923012652,0.0,132.73248672796353,394.71248672796355,0.0,33.45946026561353,295.43946026561355,0.0,86.16059719646734,348.14059719646735,0.0,21.115268953237745,240.86473104676227,0.0,0.0
crizanlizumab,303.51,0,66.73955940923494,236.77044059076505,0.0,74.68191490121191,228.82808509878808,0.0,83.44372231194976,220.06627768805023,0.0,78.80890053158254,224.70109946841745,0.0,59.63621699273537,243.87378300726462,0.0,114.28751620472644,189.22248379527355,0.0,87.5064720150333,216.0035279849667,0.0,101.6186898850705,201.8913101149295,0.0,14.080887703826704,289.4291122961733,0.0,57.95869655300075,245.55130344699924,0.0,41.80325060815409,261.7067493918459,0.0,76.93412800135044,226.57587199864955,0.0,87.18138773584565,216.32861226415434,0.0,66.26232448166152,237.24767551833847,0.0,96.9332558752686,206.5767441247314,0.0,78.36292987613876,225.14707012386123,0.0,86.50822383209004,217.00177616790995,0.0,55.74992776511627,247.76007223488372,0.0,85.17849326944716,218.33150673055283,0.0,96.98450166487527,206.52549833512472,0.0,0.0
crenezumab,151.23,4,109.18071442865735,260.41071442865734,0.0,60.10069167421818,211.33069167421817,0.0,102.09615268369492,253.32615268369491,0.0,39.940411334905775,191.17041133490576,0.0,98.55950233938819,249.78950233938818,0.0,89.87805258237384,241.10805258237383,0.0,96.95806420857232,248.1880642085723,0.0,50.0026075559073,201.2326075559073,0.0,95.41701188633695,246.64701188633694,0.0,57.726886910982046,208.95688691098204,0.0,86.01892641460111,237.2489264146011,0.0,45.25030576187049,196.48030576187048,0.0,41.855771552810836,193.08577155281083,0.0,80.34362744359456,231.57362744359455,0.0,33.59682160887613,184.82682160887612,0.0,50.32944802364014,201.55944802364013,0.0,71.71640998378226,222.94640998378225,0.0,68.72407427395154,219.95407427395153,0.0,71.32005182740625,222.55005182740624,0.0,46.22825472338229,197.45825472338228,0.0,0.0
concizumab,139.45,4,96.96072747124956,42.48927252875043,0.0,43.18342170834242,182.6334217083424,0.0,20.163127137381395,119.2868728626186,0.0,45.21177543448752,184.6617754344875,0.0,19.080715992869088,120.3692840071309,0.0,41.52837422721703,180.97837422721702,0.0,12.252937523847777,151.70293752384777,0.0,56.10436254167203,195.55436254167202,0.0,41.903182106125456,97.54681789387453,0.0,50.52916869865703,189.97916869865702,0.0,5.904642203160108,133.54535779683988,0.0,47.03135324558366,186.48135324558365,0.0,111.49771569775669,27.9522843022433,0.0,49.16176878758489,188.61176878758488,0.0,30.35692170353491,109.09307829646508,0.0,54.22565622290551,193.6756562229055,0.0,68.81763911363333,70.63236088636665,0.0,20.481260037249825,159.9312600372498,0.0,4.751160422363881,134.6988395776361,0.0,49.82563276551099,189.27563276551098,0.0,0.0
coltuximab,213.95,2,42.97869779180729,170.9713022081927,0.0,1.9557224178249157,211.99427758217507,0.0,23.874724893571965,190.07527510642802,0.0,7.845856050567477,221.79585605056747,0.0,95.30671510282318,118.64328489717681,0.0,36.80886849113949,250.75886849113948,0.0,25.078457724278053,188.87154227572194,0.0,15.741758974127379,229.69175897412737,0.0,95.00099670114874,118.94900329885125,0.0,33.271479867937956,247.22147986793794,0.0,50.32937369520431,163.62062630479568,0.0,17.898180435392078,231.84818043539207,0.0,78.91395478082995,135.03604521917003,0.0,33.80397732929313,247.75397732929312,0.0,30.90394372548974,183.04605627451025,0.0,14.56389459461235,228.51389459461234,0.0,101.66282186334232,112.28717813665767,0.0,36.90498406301475,250.85498406301474,0.0,55.39175786686175,158.55824213313824,0.0,13.33351086389203,227.28351086389202,0.0,0.0
clazakizumab,236.56,0,46.53941415322731,283.0994141532273,0.0,6.483626944585808,243.0436269445858,0.0,2.3756096698806175,238.93560966988062,0.0,11.113268222877252,225.44673177712275,0.0,86.94952815554967,323.5095281555497,0.0,21.737905136020686,258.2979051360207,0.0,61.63619526320855,298.19619526320855,0.0,1.063668055534606,237.6236680555346,0.0,57.524136481469895,294.0841364814699,0.0,16.428529140254,252.988529140254,0.0,21.304047958189813,257.8640479581898,0.0,1.722252376044338,234.83774762395566,0.0,77.36641437956274,313.92641437956274,0.0,10.1658337935431,226.3941662064569,0.0,19.21349420302309,255.7734942030231,0.0,33.08853201705756,203.47146798294244,0.0,91.75868726103431,328.3186872610343,0.0,27.372378520143513,263.9323785201435,0.0,52.37401565689265,288.93401565689265,0.0,1.7402366183235074,234.8197633816765,0.0,0.0
certolizumab,313.39,0,53.57563160065706,259.8143683993429,0.0,67.03399975798246,246.35600024201753,0.0,64.63164043496923,248.75835956503076,0.0,88.36350176944177,225.02649823055822,0.0,77.44423019940857,235.94576980059142,0.0,109.12941189643513,204.26058810356486,0.0,107.40580186404637,205.98419813595362,0.0,105.12048818982998,208.26951181017,0.0,113.12915769205028,200.2608423079497,0.0,86.91136008073929,226.4786399192607,0.0,105.9544689903424,207.43553100965758,0.0,89.56272506846912,223.82727493153087,0.0,9.92918037773893,303.46081962226106,0.0,61.64183997939122,251.74816002060876,0.0,43.49160501779795,269.89839498220203,0.0,104.22485133874454,209.16514866125544,0.0,107.14359972215675,206.24640027784324,0.0,70.961892592384,242.42810740761598,0.0,103.40047702725786,209.98952297274212,0.0,86.69648540067132,226.69351459932867,0.0,0.0
carlumab,257.51,3,57.54549346999016,199.96450653000983,0.0,12.200477131352983,245.309522868647,0.0,15.154774400892876,242.35522559910711,0.0,17.019235633292823,240.49076436670717,0.0,25.778729557938902,231.7312704420611,0.0,6.119280888592357,251.39071911140763,0.0,3.9126594606997003,253.5973405393003,0.0,22.1252028055911,235.3847971944089,0.0,61.662592531180024,195.84740746881997,0.0,3.204537197235396,254.3054628027646,0.0,25.025791566855617,232.48420843314437,0.0,33.11661057306998,224.39338942693,0.0,28.901378834591014,286.411378834591,0.0,34.766702358580346,292.27670235858034,0.0,41.17612297435733,298.6861229743573,0.0,10.31698941213756,247.19301058786243,0.0,18.552031555620687,238.9579684443793,0.0,5.9790655312769445,251.53093446872305,0.0,1.0972877338984972,258.6072877338985,0.0,30.265403788098666,227.24459621190132,0.0,0.0
camrelizumab,265.64,1,33.72372231338636,299.36372231338635,0.0,28.835215736008195,294.4752157360082,0.0,37.81920615050876,303.45920615050875,0.0,10.738878468682117,254.90112153131787,0.0,7.7254312794924545,273.36543127949244,0.0,2.8983384508786116,268.5383384508786,0.0,24.67015496694455,290.31015496694454,0.0,4.062263222007971,261.577736777992,0.0,23.282077319980118,242.35792268001987,0.0,7.734186619575894,273.3741866195759,0.0,8.994218692759944,256.64578130724004,0.0,17.453266728294665,248.18673327170532,0.0,92.71906020125687,358.35906020125685,0.0,20.97612340694684,286.6161234069468,0.0,73.72855826331727,339.36855826331725,0.0,4.702783905010506,260.9372160949895,0.0,38.98907315420098,304.62907315420097,0.0,2.9187901252440156,268.558790125244,0.0,22.195230820799907,287.8352308207999,0.0,6.53110577430391,259.1088942256961,0.0,0.0
budigalimab,110.8,4,59.1196199912272,169.9196199912272,0.0,65.84911491129459,176.6491149112946,0.0,34.26213060965101,145.062130609651,0.0,86.05080814661044,196.85080814661043,0.0,78.53303745996429,189.3330374599643,0.0,49.11597596452687,159.91597596452687,0.0,56.95205341589495,167.75205341589495,0.0,85.43192841129921,196.2319284112992,0.0,118.6671783952621,229.4671783952621,0.0,68.49355170928926,179.29355170928926,0.0,61.78932646474014,172.58932646474014,0.0,84.13323058725742,194.9332305872574,0.0,85.73795502141384,25.062044978586158,0.0,49.06653484024726,159.86653484024725,0.0,29.75741550161011,81.04258449838989,0.0,84.39517084809277,195.19517084809277,0.0,101.53574816280506,212.33574816280506,0.0,49.9840799759303,160.7840799759303,0.0,66.80628078375169,177.60628078375169,0.0,87.93904254490776,198.73904254490776,0.0,0.0
ganitumab,203.48,3,51.30749742777755,254.78749742777754,0.0,44.806643796837335,158.67335620316265,0.0,17.084919906163236,220.56491990616323,0.0,7.757117430882971,211.23711743088296,0.0,6.3080109087670735,197.17198909123292,0.0,25.564881033595498,229.0448810335955,0.0,4.659623976643246,208.13962397664324,0.0,10.533682804968663,214.01368280496865,0.0,40.70421599058784,244.18421599058783,0.0,10.521789340821925,214.00178934082192,0.0,7.644103388651558,211.12410338865155,0.0,8.7425513746808,212.2225513746808,0.0,75.28635597527878,278.76635597527877,0.0,51.54372540113323,255.02372540113322,0.0,49.284444735481145,252.76444473548113,0.0,23.648971628719266,227.12897162871926,0.0,17.432365897690545,220.91236589769053,0.0,0.6380484937225788,202.8419515062774,0.0,9.188376631825605,194.29162336817438,0.0,15.128539577509173,218.60853957750916,0.0,0.0
gevokizumab,151.52,1,14.935156856694078,166.4551568566941,0.0,87.167571371008,238.687571371008,0.0,51.316938729765155,202.83693872976517,0.0,67.23189027669119,218.7518902766912,0.0,39.14645848489192,190.66645848489193,0.0,59.99179874362795,211.51179874362796,0.0,38.56545936518583,190.08545936518584,0.0,70.6478448762144,222.16784487621442,0.0,75.8618460336155,75.6581539663845,0.0,75.52742529241979,227.0474252924198,0.0,2.7076072088412673,154.22760720884128,0.0,66.21883505253032,217.73883505253033,0.0,34.790082224202735,186.31008222420274,0.0,61.2191062239435,212.7391062239435,0.0,82.56578809478324,234.08578809478325,0.0,76.48621267177026,228.00621267177027,0.0,52.945869244416826,98.57413075558318,0.0,68.33937444799736,219.85937444799737,0.0,37.567050200929856,189.08705020092987,0.0,66.50032918406541,218.02032918406542,0.0,0.0
ibalizumab,120.09,4,12.562858483278632,107.52714151672137,0.0,87.95274181581053,208.04274181581053,0.0,32.10759867862515,152.19759867862516,0.0,86.9488210130973,207.0388210130973,0.0,17.62568930596538,137.71568930596538,0.0,61.50469091695837,181.59469091695837,0.0,8.238333022831,128.328333022831,0.0,82.75091474656406,202.84091474656407,0.0,6.279272312103643,113.81072768789636,0.0,67.22241757413954,187.31241757413954,0.0,10.289238076972168,130.37923807697217,0.0,81.94099919677859,202.0309991967786,0.0,68.37331926575987,51.71668073424013,0.0,61.62732539779742,181.71732539779742,0.0,13.480986069535703,106.6090139304643,0.0,80.22611979412807,200.31611979412807,0.0,65.9373809280738,186.0273809280738,0.0,91.30608416811384,211.39608416811384,0.0,62.17373359211541,182.26373359211541,0.0,88.52550283844678,208.6155028384468,0.0,0.0
belimumab,301.96,4,56.41305445830784,358.3730544583078,0.0,28.714458101195873,330.67445810119585,0.0,54.95583023823292,356.9158302382329,0.0,79.83519345405156,222.12480654594842,0.0,23.625444745487414,325.5854447454874,0.0,39.80864952911219,341.76864952911217,0.0,52.02409377011588,353.98409377011586,0.0,83.74941829845028,218.2105817015497,0.0,57.14107060877126,244.81892939122872,0.0,4.19631380865178,297.7636861913482,0.0,45.60661145681553,256.35338854318445,0.0,88.2357165217521,213.72428347824788,0.0,28.64706387365976,330.60706387365974,0.0,52.589406848694296,354.5494068486943,0.0,60.21489759354296,362.17489759354294,0.0,66.73415064243886,235.22584935756112,0.0,10.662685919518822,291.29731408048116,0.0,9.300946272134581,292.6590537278654,0.0,23.850033571951087,278.1099664280489,0.0,73.3725914932875,228.58740850671248,0.0,0.0
pidilizumab,217.56,1,7.5406394356361375,225.10063943563614,0.0,34.448714066922435,183.11128593307757,0.0,14.864498072044682,202.69550192795532,0.0,2.247280458830602,215.3127195411694,0.0,3.0795703367987812,220.63957033679878,0.0,11.037059973732681,228.59705997373268,0.0,16.882651493469808,234.4426514934698,0.0,11.1066846356469,228.6666846356469,0.0,28.169031427255874,189.39096857274413,0.0,11.634772886126314,205.9252271138737,0.0,41.01480995668973,176.54519004331027,0.0,2.5860219744774895,220.1460219744775,0.0,7.11826601211979,210.4417339878802,0.0,10.264136832984235,207.29586316701577,0.0,18.278854470230215,199.2811455297698,0.0,10.18672074736159,207.3732792526384,0.0,102.38742103207306,319.94742103207307,0.0,40.757884398505496,258.3178843985055,0.0,66.75701236728196,284.31701236728196,0.0,11.472743101387067,229.03274310138707,0.0,0.0
parsatuzumab,193.48,0,32.451164702974836,161.02883529702515,0.0,38.52627632142824,232.00627632142823,0.0,9.192623981791513,202.6726239817915,0.0,15.931749791540028,209.41174979154002,0.0,5.499227135791358,187.98077286420863,0.0,6.231130556423551,199.71113055642354,0.0,18.17034449538437,175.30965550461562,0.0,7.858969952423678,201.33896995242367,0.0,74.99559966049902,118.48440033950097,0.0,26.18983990227119,219.66983990227118,0.0,26.603085314645938,166.87691468535405,0.0,13.182539306101887,206.66253930610188,0.0,44.3314294344743,149.1485705655257,0.0,23.512160705806508,216.9921607058065,0.0,2.1853417120077836,191.2946582879922,0.0,4.835998270595695,198.31599827059568,0.0,41.03317790750012,152.44682209249987,0.0,31.433225373156773,224.91322537315676,0.0,11.217571510833267,182.26242848916672,0.0,6.139209045549592,199.61920904554958,0.0,0.0
panobacumab,154.15,1,86.48610292900429,240.6361029290043,0.0,74.06749425086065,228.21749425086065,0.0,96.50841151931948,250.6584115193195,0.0,63.88359972079982,218.03359972079983,0.0,2.7149157371289334,156.86491573712894,0.0,97.50610265893391,251.65610265893392,0.0,55.10067719059839,209.2506771905984,0.0,77.1799576136329,231.3299576136329,0.0,12.566862873653605,141.5831371263464,0.0,80.69548042630373,234.84548042630374,0.0,75.4379266850859,229.5879266850859,0.0,73.57704393813592,227.72704393813592,0.0,92.03461138805142,246.18461138805142,0.0,82.59893678381945,236.74893678381946,0.0,108.37451567991073,262.52451567991073,0.0,77.9215592364965,232.0715592364965,0.0,47.04366859172822,201.19366859172823,0.0,89.80830660617977,243.95830660617978,0.0,78.4607840194574,232.6107840194574,0.0,72.99082373042253,227.14082373042254,0.0,0.0
otelixizumab,338.81,1,21.486202942952445,317.32379705704756,0.0,49.92338477119267,288.88661522880733,0.0,57.7946598317472,281.0153401682528,0.0,101.8241779960837,236.9858220039163,0.0,16.991583048777045,355.80158304877705,0.0,46.98457704745857,291.82542295254143,0.0,72.04839598750743,266.76160401249257,0.0,102.2821920175023,236.5278079824977,0.0,64.11184244354644,402.92184244354644,0.0,61.01470888834643,277.79529111165357,0.0,7.505034800750593,331.3049651992494,0.0,108.9270131284263,229.8829868715737,0.0,0.6061262241225336,338.20387377587747,0.0,55.22027195214139,283.5897280478586,0.0,39.54030952032815,299.26969047967185,0.0,99.02898922075252,239.78101077924748,0.0,29.856425584885244,308.95357441511476,0.0,45.37977067417137,293.43022932582863,0.0,23.870191870627707,314.9398081293723,0.0,90.62562869940228,248.18437130059772,0.0,0.0
osocimab,279.15,1,59.88043456972068,219.2695654302793,0.0,38.20027348680446,240.94972651319551,0.0,50.42985909224137,228.7201409077586,0.0,35.07454510028592,244.07545489971406,0.0,28.518572377998993,250.63142762200098,0.0,30.336064656310214,248.81393534368976,0.0,17.1444763324817,262.0055236675183,0.0,31.22900700378858,247.9209929962114,0.0,19.636348414456563,259.5136515855434,0.0,25.694831066988854,253.45516893301112,0.0,16.497158274441404,262.6528417255586,0.0,39.05622823800701,240.09377176199297,0.0,23.131323805366833,256.01867619463314,0.0,2.8956379573818367,282.0456379573818,0.0,12.77550631997849,266.3744936800215,0.0,18.17051378970274,260.97948621029724,0.0,14.647873645350103,293.7978736453501,0.0,48.924753812796894,230.22524618720308,0.0,16.75991335594705,262.39008664405293,0.0,24.5778259552211,254.57217404477888,0.0,0.0
omalizumab,224.95,0,2.4638495099882505,222.48615049001174,0.0,13.169462296719104,238.1194622967191,0.0,2.36013883889936,222.58986116110063,0.0,5.26749033071701,219.68250966928298,0.0,73.53125196428118,151.4187480357188,0.0,6.393721156864274,218.55627884313571,0.0,27.15776894097226,197.79223105902773,0.0,18.16576046147682,206.78423953852317,0.0,22.26889377960353,202.68110622039646,0.0,29.21654759738516,254.16654759738515,0.0,14.389204548648479,239.33920454864847,0.0,4.217337479512082,229.16733747951207,0.0,38.786394154315644,186.16360584568434,0.0,0.5561108561408332,224.39388914385916,0.0,40.90648284350715,184.04351715649284,0.0,32.02221704689484,192.92778295310515,0.0,39.44003742366377,185.50996257633622,0.0,27.080886297399218,252.0308862973992,0.0,0.7523373651323766,224.1976626348676,0.0,14.746517387451462,210.20348261254853,0.0,0.0
